# Initial guess: [-7.13711867e-04  5.27124702e-01  1.73778234e+02]
# Polynomial degree: 2
#            2
# -0.004715 x + 1.232 x + 143.4
# dam bottom method: grwl_intersection
CumArea,Elevation,Storage,Storage (mil. m3),Elevation_Observed
52.0,194.76757994733222,1445207446.01617,1445.20744601617,
52.25,194.95278697789618,1458064307.0671775,1458.0643070671774,
52.5,195.13740458177944,1470967396.197491,1470.9673961974909,
52.75,195.321432758982,1483916566.05044,1483.91656605044,
53.0,195.5048715095039,1496911669.2693548,1496.9116692693547,
53.25,195.68772083334508,1509952558.4975648,1509.9525584975647,
53.5,195.8699807305056,1523039086.3784,1523.0390863784,
53.75,196.05165120098542,1536171105.5551903,1536.1711055551903,
54.0,196.23273224478453,1549348468.6712654,1549.3484686712652,
54.25,196.413223861903,1562571028.3699553,1562.5710283699552,
54.5,196.59312605234075,1575838637.2945898,1575.8386372945897,
54.75,196.7724388160978,1589151148.0884986,1589.1511480884985,
55.0,196.95116215317418,1602508413.3950114,1602.5084133950113,
55.25,197.12929606356988,1615910285.8574584,1615.9102858574583,
55.5,197.30684054728488,1629356618.119169,1629.3566181191688,
55.75,197.48379560431917,1642847262.8234735,1642.8472628234733,
56.0,197.66016123467278,1656382072.6137013,1656.3820726137012,
56.25,197.83593743834572,1669960900.1331825,1669.9609001331823,
56.5,198.011124215338,1683583598.0252469,1683.5835980252468,
56.75,198.18572156564952,1697250018.9332242,1697.250018933224,
57.0,198.3597294892804,1710960015.5004444,1710.9600155004443,
57.25,198.53314798623057,1724713440.370237,1724.713440370237,
57.5,198.70597705650005,1738510146.1859324,1738.5101461859324,
57.75,198.87821670008887,1752349985.59086,1752.34998559086,
58.0,199.049866916997,1766232811.2283494,1766.2328112283494,
58.25,199.2209277072244,1780158475.741731,1780.1584757417309,
58.5,199.39139907077114,1794126831.7743342,1794.126831774334,
58.75,199.56128100763718,1808137731.969489,1808.137731969489,
59.0,199.73057351782256,1822191028.9705255,1822.1910289705254,
59.25,199.89927660132722,1836286575.420773,1836.286575420773,
59.5,200.0673902581512,1850424223.9635618,1850.4242239635616,
59.75,200.2349144882945,1864603827.2422214,1864.6038272422213,
60.0,200.4018492917571,1878825237.9000816,1878.8252379000814,
60.25,200.568194668539,1893088308.5804725,1893.0883085804724,
60.5,200.73395061864025,1907392891.9267237,1907.3928919267237,
60.75,200.8991171420608,1921738840.5821652,1921.7388405821653,
61.0,201.06369423880062,1936126007.190127,1936.1260071901268,
61.25,201.22768190885978,1950554244.3939383,1950.5542443939382,
61.5,201.39108015223826,1965023404.8369296,1965.0234048369296,
61.75,201.55388896893606,1979533341.1624303,1979.5333411624301,
62.0,201.71610835895314,1994083906.0137703,1994.0839060137703,
62.25,201.87773832228956,2008674952.0342796,2008.6749520342794,
62.5,202.03877885894528,2023306331.8672879,2023.3063318672878,
62.75,202.1992299689203,2037977898.156125,2037.9778981561249,
63.0,202.35909165221466,2052689503.5441208,2052.6895035441207,
63.25,202.5183639088283,2067441000.6746051,2067.441000674605,
63.5,202.67704673876125,2082232242.1909077,2082.2322421909075,
63.75,202.83514014201353,2097063080.7363584,2097.063080736358,
63.77,202.8477621510411,2098251254.9741173,2098.2512549741173,205.0
64.0,202.99264411858513,2111933371.66565,2111.9333716656497,
64.25,203.14955866847603,2126842962.1993864,2126.8429621993864,
64.5,203.30588379168626,2141791707.6922605,2141.7917076922604,
64.75,203.46161948821577,2156779460.787602,2156.7794607876017,
65.0,203.6167657580646,2171806074.128741,2171.806074128741,
65.25,203.77132260123273,2186871400.359007,2186.8714003590067,
65.5,203.9252900177202,2201975292.12173,2201.9752921217296,
65.75,204.07866800752697,2217117602.06024,2217.1176020602397,
66.0,204.23145657065305,2232298182.8178663,2232.2981828178663,
66.25,204.38365570709843,2247516887.037939,2247.516887037939,
66.5,204.53526541686313,2262773567.363788,2262.773567363788,
66.75,204.68628569994715,2278068076.438743,2278.068076438743,
67.0,204.83671655635047,2293400266.906134,2293.400266906134,
67.25,204.9865579860731,2308769991.409291,2308.7699914092905,
